Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
ECL,ECL,ECOLAB INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.0181,44.9233,183.4,52217813060,184,131.04,1076
GIS,GIS,GENERAL MILLS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.2334,17.7925,76.64,45014848880,90.89,71.5,2747
MAR,MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,1.5781,20.7975,180.4599,54995623720,183.33,133.07,2031
AZO,AZO,AUTOZONE INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,0.6762,19.2874,2463.76,44731952647,2750,2050.21,2539
EL,EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,1.0225,64.2232,192.78,68902078140,284.45,175.05,2000
AJG,AJG,ARTHUR J GALLAGHER,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.7094,39.1589,214.2,45881640000,219.23,160.6,1943
ADSK,ADSK,AUTODESK INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.5222,53.5141,206.77,44192207728,235.005,166.94,2025
WDAY,WDAY,WORKDAY INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,1.2607,1693.524,227.34,59201018316,229.59,128.72,1298
PSX,PSX,PHILLIPS,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.3674,3.6151,94.3,43270714890,113.53,74.02,8619
D,D,DOMINION ENERGY INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4625,35.9376,51.86,43351921004,86.28,48.475,-3891
MNST,MNST,MONSTER BEVERAGE CORP,Consumer Staples,Beverages,United States,NASDAQ,,0.8472,38.0169,57.585,60274910520,60.465,42.805,888
TT,TT,TRANE TECHNOLOGIES PLC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.0582,23.9324,188.91,43081265538,196.22,125.26,1212
CTAS,CTAS,CINTAS CORP,Industrials,Professional & Commercial Services,United States,NASDAQ,,1.3227,39.2819,488.48,49679295264,497.7,363.59,1297
AEP,AEP,AMERICAN ELECTRIC POWER INC,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.4504,21.1288,83.3773,42921875306,105.6,80.3,5187
LULU,LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Textiles & Apparel,United States,NASDAQ,,1.414,50.3329,373.56,45555455220,389.06,258.79,995
VLO,VLO,VALERO ENERGY CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.6487,3.2873,116.1526,41991127878,150.39,96.93,661
PCAR,PCAR,PACCAR INC,Industrials,"Machinery, Equipment & Components",United States,NASDAQ,,0.9486,17.6756,82.525,43125831975,83.27,51.3334,3359
AIG,AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.1398,7.3644,57.1,41326267750,64.875,45.66,4207
COF,COF,CAPITAL ONE FINANCIAL CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.4639,7.5338,109.01,41620693862,123.09,83.93,13809
AFL,AFL,AFLAC INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.939,9.8881,69.01,41697705270,74.015,53.04,3879
CARR,CARR,CARRIER GLOBAL CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.221,16.715,49.505,41328660140,49.69,33.1,1390
MRNA,MRNA,MODERNA INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.6588,10.6313,122.095,46543761693,217.25,115.03,4581
BIIB,BIIB,BIOGEN INC,Health Care,Pharmaceuticals,United States,NASDAQ,,0.172,13.1919,284.675,41204542720,319.76,193.65,1625
CTVA,CTVA,CORTEVA INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,0.8085,33.41,57.41,40811218930,68.43,50.03,267
NUE,NUE,NUCOR CORP,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,1.6051,6.2995,162.47,40477040000,182.68,100.125,8124
IDXX,IDXX,IDEXX LABORATORIES INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.1913,59.1244,492.42,40873292554,515.79,317.06,394
IQV,IQV,IQVIA HOLDINGS INC,Health Care,Biotechnology & Medical Research,United States,New York Stock Exchange Inc.,,1.4019,39.3546,221.07,41019339537,249.11,165.75,2250
TFC,TFC,TRUIST FINANCIAL CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.0444,6.7867,30.6424,40813164123,52.22,25.56,11081
ADM,ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.8097,9.2772,74.69,40678773212,98.28,69.92,2159
OXY,OXY,OCCIDENTAL PETROLEUM CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.7841,6.5484,58.37,52422978387,77.1299,55.51,12313
EXC,EXC,EXELON CORP,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.5383,17.7197,40.235,40016483715,47.23,35.185,-2277
WELL,WELL,WELLTOWER INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.0529,334.1681,80.31,39916575672,86.83,56.5,1329
O,O,REALTY INCOME REIT CORP,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7938,42.2194,60.09,40453940025,75.11,55.5,2564
ON,ON,ON SEMICONDUCTOR CORP,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.7281,22.259,91.8901,39684834779,93.44,44.76,1628
APO,APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.6784,,75.7,42952460090,77.59,45.62,3789
WMB,WMB,WILLIAMS INC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,1.2024,15.0839,32.305,39353531035,35.79,27.8,2606
ANET,ANET,ARISTA NETWORKS INC,Information Technology,Communications & Networking,United States,New York Stock Exchange Inc.,,1.2371,32.423,158.13,48748759164,178.36,91.31,448
TRV,TRV,TRAVELERS COMPANIES INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.6092,14.3444,171.19,39540884154,194.51,149.6467,7274
CPRT,CPRT,COPART INC,Industrials,Software & IT Services,United States,NASDAQ,,1.2145,37.5238,90.26,43093716348,90.58,52.285,839
DHI,DHI,D R HORTON INC,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.549,8.2409,119.8,40860329760,124.05,64.3901,414
YUM,YUM,YUM BRANDS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.0098,31.705,137.49,38509161630,143.245,103.965,1148
STZ,STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Beverages,United States,New York Stock Exchange Inc.,,1.0258,608.3349,247.9,45424774570,261.32,208.12,1679
DOW,DOW,DOW INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.3388,13.2337,53.14,37586708472,60.875,42.91,5417
USD,USD,USD CASH,Cash and/or Derivatives,,United States,--,,2.6433,,40.3072,255985628.5,44.5971,11.65,7552
HES,HES,HESS CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.5822,20.3842,133.405,40962258719,160.52,90.34,1219
ROK,ROK,ROCKWELL AUTOMATION INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.441,28.2827,322.67,37066813051,326.86,192.9,682
SYY,SYY,SYSCO CORP,Consumer Staples,Food & Drug Retailing,United States,New York Stock Exchange Inc.,,1.0992,24.0899,72.48,36724333104,88.84,69.22,1158
CHTR,CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Telecommunications Services,United States,NASDAQ,,1.1207,11.7783,361.22,54390773744,496.37,297.66,6102
AME,AME,AMETEK INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.2255,30.7596,159.84,36839155968,160.28,106.98,1010
HSY,HSY,HERSHEY FOODS,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.3025,30.2864,248.595,50812519686,276.8805,211.49,1808
DG,DG,DOLLAR GENERAL CORP,Consumer Staples,Diversified Retail,United States,New York Stock Exchange Inc.,,0.2971,15.7502,167.41,36719910292,261.59,151.27,1795
SPG,SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.5439,17.0887,114.12,37316840580,133.08,86.02,3117
ODFL,ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Freight & Logistics Services,United States,NASDAQ,,1.0949,30.4586,374.135,41024463952,381.81,240,916
HLT,HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.2258,31.1759,143.44,37958025160,152.89,108.41,1642
CNC,CNC,CENTENE CORP,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,0.5693,25.0734,66.8624,36692032444,98.53,61.34,5257
LHX,LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,0.7247,39.8648,195.43,37024877962,255.095,174.55,1906
ROST,ROST,ROSS STORES INC,Consumer Discretionary,Specialty Retailers,United States,NASDAQ,,0.9879,24.0549,109,37131493100,122.445,69.24,1035
LNG,LNG,CHENIERE ENERGY INC,Energy,Oil & Gas Related Equipment and Services,United States,Nyse Mkt Llc,,1.0117,4.8651,151.695,36855544149,182.3482,120.29,8693
OTIS,OTIS,OTIS WORLDWIDE CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.812,28.9111,88.37,36522561018,89.3,62.49,1445
CSGP,CSGP,COSTAR GROUP INC,Industrials,Software & IT Services,United States,NASDAQ,,0.9009,97.6444,89.72,36654137024,91.31,57.54,420
KKR,KKR,KKR AND CO INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.5306,36.7035,55.755,48120690870,60.53,41.77,-5364
MSCI,MSCI,MSCI INC,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.1222,42.4753,463.615,37118593191,572.5,385,1095
PAYX,PAYX,PAYCHEX INC,Industrials,Professional & Commercial Services,United States,NASDAQ,,0.9681,26.6949,109.66,39532430000,139.47,104.09,1373
EA,EA,ELECTRONIC ARTS INC,Communication,Software & IT Services,United States,NASDAQ,,0.8579,45.5507,130.6251,35545310336,135.85,108.53,1343
MET,MET,METLIFE INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.0738,29.9303,55.895,42805559205,77.36,48.95,4428
SQ,SQ,BLOCK INC CLASS A,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,2.3212,,64.25,38864542300,93.1899,51.34,5
GWW,GWW,WW GRAINGER INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.2175,23.5518,778.81,39070530117,782.085,441.63,1077
TTD,TTD,TRADE DESK INC CLASS A,Communication,Software & IT Services,United States,NASDAQ,,1.7415,543.2519,77.83,38047156585,79.38,39,457
A,A,AGILENT TECHNOLOGIES INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.033,25.6241,117.735,34776069813,160.265,113.02,1021
BK,BK,BANK OF NEW YORK MELLON CORP,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.0681,13.7791,44.08,34785017904,52.26,36.22,13722
AMP,AMP,AMERIPRISE FINANCE INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.4629,16.5271,329.99,34377962212,357.46,219.99,4407
CMI,CMI,CUMMINS INC,Industrials,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,1.039,17.8245,243.13,34417920434,261.91,187.92,1046
XEL,XEL,XCEL ENERGY INC,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.4254,18.9436,61.45,33819394635,77.66,56.89,-706
PPG,PPG,PPG INDUSTRIES INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.1843,26.661,145.44,34238903040,145.87,107.4,-518
KMI,KMI,KINDER MORGAN INC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,0.9242,15.0494,17.17,38481644380,19.355,15.92,3346
FAST,FAST,FASTENAL,Industrials,"Machinery, Equipment & Components",United States,NASDAQ,,1.1732,29.9794,58.27,33273591788,58.64,43.73,767
NEM,NEM,NEWMONT,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,0.3506,36.3266,41.86,33266652692,63.93,37.45,1089
CTSH,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Software & IT Services,United States,NASDAQ,,1.1018,14.1355,64.145,32552137822,70.865,51.33,2236
DD,DD,DUPONT DE NEMOURS INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.4167,32.0279,70.61,32411176248,78.4,49.52,-155
VRSK,VRSK,VERISK ANALYTICS INC,Industrials,Software & IT Services,United States,NASDAQ,,0.8513,47.8675,223.67,32385447704,228.43,162.94,784
PRU,PRU,PRUDENTIAL FINANCIAL INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.3946,993.0947,87.409,31904285000,110.96,75.37,5158
FERG,FERG,FERGUSON PLC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.1917,17.139,155.71,31846525466,155.845,99.16,859
FIS,FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Financial Technology (Fintech) & Infrastructure,United States,New York Stock Exchange Inc.,,0.8191,49.2305,53.22,31529470530,105.16,48.57,4
BKR,BKR,BAKER HUGHES CLASS A,Energy,Oil & Gas Related Equipment and Services,United States,NASDAQ,,1.4905,,31.005,31388283810,33.12,20.415,1116
DLR,DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.5538,97.997,111.71,32546384541,138.09,85.76,1659
LEN,LEN,LENNAR A CORP,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.4573,8.5631,123.58,40296360000,127.0842,67.78,3208
VICI,VICI,VICI PPTYS INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9544,21.8192,31.23,31131390000,35.69,29.29,1942
ED,ED,CONSOLIDATED EDISON INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.3622,12.838,90.07,31212875813,102.21,78.1,-233
RMD,RMD,RESMED INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.4772,36.6346,216.785,31543070000,247.65,202.04,195
KR,KR,KROGER,Consumer Staples,Food & Drug Retailing,United States,New York Stock Exchange Inc.,,0.4778,13.5526,46.62,33461295210,52,41.815,1233
RSG,RSG,REPUBLIC SERVICES INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.6667,31.0496,150.835,47706440720,150.875,120.58,1736
ABC,ABC,AMERISOURCEBERGEN CORP,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.5485,24.377,191.335,38699302299,191.745,135.14,2207
PEG,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.5837,13.2633,62.02,30945815502,69.94,52.51,1503
DVN,DVN,DEVON ENERGY CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,2.3524,5.1994,48.07,30846519000,78.82,44.03,5988
CRWD,CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,0.9749,,143.98,34138867431,205.73,92.25,677
DLTR,DLTR,DOLLAR TREE INC,Consumer Staples,Diversified Retail,United States,NASDAQ,,0.6911,23.5618,144.4399,31832445137,175.68,128.85,366
PCG,PCG,PG&E CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,1.1287,19.0499,17.225,42606416450,17.68,9.66,3736
ZBH,ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.0346,67.3946,145.2225,30288955169,149.25,100.39,1168
VMW,VMW,VMWARE CLASS A INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.7158,46.4639,143.465,61740966154,144.01,103.55,3850
GEHC,GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.684,18.4608,78.1,35510289320,87.83,53,1803
DAL,DAL,DELTA AIR LINES INC,Industrials,Passenger Transportation Services,United States,New York Stock Exchange Inc.,,1.2957,15.8012,46.65,29982654750,47.4,27.2,-3
DFS,DFS,DISCOVER FINANCIAL SERVICES,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.4409,7.9308,117.53,29846273380,119.91,87.644,7140
CEG,CEG,CONSTELLATION ENERGY CORP,Utilities,Electrical Utilities & IPPs,United States,NASDAQ,,0.953,44.3362,91,29521446500,97.89,52.64,-4042
URI,URI,UNITED RENTALS INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.8579,13.807,435.31,29919361259,481.99,235.39,743
KDP,KDP,KEURIG DR PEPPER INC,Consumer Staples,Beverages,United States,NASDAQ,,0.5988,33.0922,30.685,43376690000,41.31,30.47,2757
VMC,VMC,VULCAN MATERIALS,Materials,Construction Materials,United States,New York Stock Exchange Inc.,,0.7498,47.3278,224.65,29891794210,224.75,137.54,536
HAL,HAL,HALLIBURTON,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,2.1491,15.1052,32.78,29573948822,43.42,23.3,1231
ILMN,ILMN,ILLUMINA INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.1476,49.5784,186,29406600000,248.87,173.45,337
KEYS,KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.055,24.9323,164.58,29355772524,189.45,133.34,959
PLTR,PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.848,,15.1893,32162431392,17.16,5.84,184
ALL,ALL,ALLSTATE CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.5777,,108.8,28598286720,142.15,103.2,4701
EFX,EFX,EQUIFAX INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.4666,48.8877,233.88,28683931944,234.76,145.98,133
VEEV,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.9407,61.3312,195.54,31330181406,232.26,151.02,780
MLM,MLM,MARTIN MARIETTA MATERIALS INC,Materials,Construction Materials,United States,New York Stock Exchange Inc.,,0.872,29.3368,458.5825,28417788882,458.705,284.99,509
ANSS,ANSS,ANSYS INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.2324,51.2408,325.47,28205666329,339.55,194.23,631003
KHC,KHC,KRAFT HEINZ,Consumer Staples,Food & Tobacco,United States,NASDAQ,,0.6668,17.8493,35.035,42977860000,42.8,32.73,1553
WEC,WEC,WEC ENERGY GROUP INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.403,20.4728,87.65,27647833925,108.2,80.82,-254
MTD,MTD,METTLER TOLEDO INC,Health Care,Office Equipment,United States,New York Stock Exchange Inc.,,1.1562,32.3879,1305.64,28750493097,1615.97,1065.55,738
PWR,PWR,QUANTA SERVICES INC,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.0744,57.1425,193.87,28145193572,195.14,117.53,703
APTV,APTV,APTIV PLC,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,2.029,45.6039,101.25,28640941875,124.88,77.96,419
WST,WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.1024,51.1498,376.135,27925232828,376.825,206.19,724
WBD,WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Media & Publishing,United States,NASDAQ,,1.5104,7.2262,12.34,30061560380,17.65,8.82,3317
AWK,AWK,AMERICAN WATER WORKS INC,Utilities,Water Utilities,United States,New York Stock Exchange Inc.,,0.5644,30.9755,141.29,27501194244,162.59,122.77,-1189
SGEN,SGEN,SEAGEN INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.5128,,192.53,36100145120,207.165,116.08,-531
OKE,OKE,ONEOK INC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,1.6249,11.4059,60.9,27249296970,71.5737,50.5,1704
DDOG,DDOG,DATADOG INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,0.933,,96.88,31183259688,120.75,61.34,354
GLW,GLW,CORNING INC,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.0853,32.7135,34.635,29444269867,37.73,28.98,1011
ALGN,ALGN,ALIGN TECHNOLOGY INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.6148,85.3834,343.58,26289693681,368.87,172.05,569
AVB,AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9389,25.4002,187.91,26519750000,220.42,153.07,1262
XYL,XYL,XYLEM INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.0915,53.8067,111.38,26663893066,118.58,73.7979,388
MDB,MDB,MONGODB INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,1.0947,,401.745,28355716508,414.48,135.15,-20
IT,IT,GARTNER INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.2531,29.219,341.72,27010249326,363.12,231.05,993
FTV,FTV,FORTIVE CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.1548,34.1542,73.15,25862175185,73.36,52.47,1207
EIX,EIX,EDISON INTERNATIONAL,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.8207,36.1022,69.01,26429656830,74.92,54.45,-2562
HPQ,HPQ,HP INC,Information Technology,"Computers, Phones & Household Electronics",United States,New York Stock Exchange Inc.,,1.0127,11.357,30.165,29741365756,35.32,24.075,3672
IR,IR,INGERSOLL RAND INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4262,40.366,64.3,26010603850,65.244,39.285,766
ALB,ALB,ALBEMARLE CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.5488,6.9594,219,25462010000,334.5499,171.82,646
GPN,GPN,GLOBAL PAYMENTS INC,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.9961,259.1988,97.3,25488036630,136.88,92.27,1628
ACGL,ACGL,ARCH CAPITAL GROUP LTD,Financials,Insurance,United States,NASDAQ,,0.7263,13.8062,72.84,27127262184,78.3,41.05,3764
WTW,WTW,WILLIS TOWERS WATSON PLC,Financials,Insurance,United States,NASDAQ,,0.7663,22.2589,233.18,24763380000,258.93,188.99,746
WY,WY,WEYERHAEUSER REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.5065,19.575,33.285,24374472359,36.3817,26.6449,2417
TEAM,TEAM,ATLASSIAN CORP CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,0.774,,161.88,41604325536,300.29,113.855,809
SBAC,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Residential & Commercial REIT,United States,NASDAQ,,0.5093,66.4535,228.135,24716009019,356.5925,215.11,1071
TROW,TROW,T ROWE PRICE GROUP INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.3069,18.1152,111.24,24981389280,134.64,93.53,2122
CBRE,CBRE,CBRE GROUP INC CLASS A,Real Estate,Real Estate Operations,United States,New York Stock Exchange Inc.,,1.3605,22.5642,79.8625,24823844558,89.58,66.31,1369
TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Leisure Products,United States,NASDAQ,,0.6879,71.5261,145.975,24718472260,149.04,90,-203
CAH,CAH,CARDINAL HEALTH INC,Health Care,Pharmaceuticals,United States,New York Stock Exchange Inc.,,0.7924,53.6809,94.18,23978246836,94.31,51.32,2735
ALNY,ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.4836,,193.43,24087006151,242.97,135.46,-536
RCL,RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,2.4748,0,102.49,26210454383,105.21,31.09,-2228
ES,ES,EVERSOURCE ENERGY,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4847,16.692,69.72,24321250296,94.41,67.79,747
STT,STT,STATE STREET CORP,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.5819,10.1,73.2,24467751480,94.735,58.615,11954
EQR,EQR,EQUITY RESIDENTIAL REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8385,26.5215,65.355,24763316668,80.89,54.6,1234
CDW,CDW,CDW CORP,Information Technology,Software & IT Services,United States,NASDAQ,,1.0968,21.8193,178.905,24114014563,215,147.91,1208
HUBS,HUBS,HUBSPOT INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.5776,0,515.73,25600161593,535.12,245.03,181
EBAY,EBAY,EBAY INC,Consumer Discretionary,Software & IT Services,United States,NASDAQ,,1.3495,37.5004,44.54,23817181526,52.23,35.92,1805
CHD,CHD,CHURCH AND DWIGHT INC,Consumer Staples,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,0.476,58.8327,98.93,24164997948,99.105,70.16,706
MPWR,MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.1265,54.4991,531.82,25004720000,553.64,301.69,188
TSCO,TSCO,TRACTOR SUPPLY,Consumer Discretionary,Specialty Retailers,United States,NASDAQ,,0.8139,22.3048,216.71,23732500000,251.17,181.4,584
LYB,LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.2038,9.737,90.94,29580426654,101.3,71.46,4229
ULTA,ULTA,ULTA BEAUTY INC,Consumer Discretionary,Specialty Retailers,United States,NASDAQ,,1.3399,18.794,464.8073,23148142583,556.6,360.58,1170
FANG,FANG,DIAMONDBACK ENERGY INC,Energy,Oil & Gas,United States,NASDAQ,,2.0189,5.3231,130.34,23603726790,168.95,101.9183,2820
DASH,DASH,DOORDASH INC CLASS A,Consumer Discretionary,Software & IT Services,United States,New York Stock Exchange Inc.,,1.69,,75.515,29342440666,87,41.365,21
MKC,MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.5892,37.2043,88.88,24641830000,94.39,70.6,390
GPC,GPC,GENUINE PARTS,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,0.9161,18.9056,166.485,23393739666,187.725,131.275,1127
HZNP,HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Health Care,Pharmaceuticals,United States,NASDAQ,,1.0999,64.9629,103.23,23600628414,113.83,57.84,1194
BAX,BAX,BAXTER INTERNATIONAL INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.59,28.8703,44.235,22376279173,67.065,37.345,-679
